0.150000, 0.087000, 4.415557, 0.000000
0.150000, 0.087000, 4.415557, 0.000000
0.194038, 0.087075, 4.390655, 0.016281
0.237786, 0.087352, 4.357645, 0.040470
0.237786, 0.087352, 4.357645, 0.040470
0.237786, 0.087352, 4.357645, 0.040470
0.281165, 0.087908, 4.316953, 0.071977
0.324101, 0.088814, 4.269078, 0.110112
0.324101, 0.088814, 4.269078, 0.110112
0.366525, 0.090130, 4.214561, 0.154127
0.408372, 0.091913, 4.153958, 0.203256
0.449585, 0.094210, 4.087815, 0.256755
0.530522, 0.100003, 3.945083, 0.371085
0.490688, 0.096596, 4.020862, 0.310823
0.607953, 0.108581, 3.782209, 0.498480
0.645342, 0.113896, 3.695171, 0.564710
0.681992, 0.119769, 3.605090, 0.632152
0.717580, 0.126432, 3.512039, 0.700526
0.752223, 0.133782, 3.416307, 0.769619
0.569576, 0.104026, 3.865193, 0.433796
0.818577, 0.150569, 3.217416, 0.909393
0.850238, 0.160015, 3.114495, 0.979908
0.785897, 0.141826, 3.318055, 0.839276
0.880859, 0.170168, 3.009374, 1.050799
0.910418, 0.181032, 2.902109, 1.122081
0.938894, 0.192611, 2.792739, 1.193803
0.966266, 0.204910, 2.681283, 1.266043
0.992513, 0.217934, 2.567744, 1.338910
1.017614, 0.231691, 2.452104, 1.412541
1.041744, 0.246064, 2.334686, 1.486945
1.064692, 0.261187, 2.215020, 1.562601
1.086233, 0.277197, 2.092811, 1.639600
1.107159, 0.293596, 1.969323, 1.717917
1.126219, 0.311176, 1.842324, 1.798346
1.161774, 0.347963, 1.583077, 1.963484
1.177156, 0.367889, 1.448390, 2.050903
1.190951, 0.388851, 1.310085, 2.142151
1.203347, 0.410745, 1.168382, 2.237258
1.214549, 0.433443, 1.023620, 2.335801
1.224779, 0.456818, 0.876221, 2.439356
1.145279, 0.328756, 1.715324, 1.878508
1.239213, 0.507824, 0.564092, 2.665438
1.244041, 0.535088, 0.400453, 2.788599
1.232776, 0.481756, 0.722538, 2.549261
1.247204, 0.563622, 0.231177, 2.919470
1.248936, 0.593274, 0.056860, 3.057308
1.248602, 0.624580, -0.124907, 3.205523
1.246415, 0.657416, -0.313439, 3.363217
1.242636, 0.691597, -0.507621, 3.528816
1.236555, 0.727760, -0.709533, 3.705202
1.230138, 0.764230, -0.912374, 3.885484
1.219957, 0.804032, -1.124386, 4.075516
1.207646, 0.845745, -1.337800, 4.266874
1.193564, 0.889037, -1.548532, 4.453572
1.178805, 0.932935, -1.751786, 4.632713
1.141015, 1.027737, -2.108199, 4.905601
1.119255, 1.077153, -2.237697, 4.968412
1.096544, 1.126899, -2.334841, 4.982606
1.072908, 1.176498, -2.385907, 4.927531
1.048969, 1.225357, -2.406953, 4.817367
1.024953, 1.272788, -2.392104, 4.662521
1.001131, 1.318820, -2.360460, 4.481708
0.977679, 1.362917, -2.315302, 4.275229
0.954699, 1.404942, -2.263888, 4.060157
1.161308, 0.979208, -1.945571, 4.792882
0.932324, 1.444463, -2.211644, 3.844548
0.910369, 1.482177, -2.163135, 3.630635
0.867536, 1.552802, -2.079483, 3.228311
0.888498, 1.519563, -2.114127, 3.421333
0.826355, 1.614642, -2.028701, 2.870921
0.806138, 1.642527, -2.015811, 2.707668
0.786017, 1.668825, -2.009337, 2.553294
0.765932, 1.693620, -2.008710, 2.407035
0.745825, 1.716990, -2.013357, 2.268108
0.846884, 1.584163, -2.052277, 3.045405
0.705380, 1.759945, -2.035539, 2.009240
0.684941, 1.779427, -2.052797, 1.887905
0.725649, 1.739004, -2.022719, 2.135750
0.664313, 1.797719, -2.073299, 1.771128
0.643466, 1.814863, -2.096629, 1.658347
0.622498, 1.831448, -2.121180, 1.547014
0.601148, 1.846385, -2.149128, 1.440821
0.579509, 1.860273, -2.178849, 1.337224
0.557719, 1.873647, -2.209302, 1.234720
0.535518, 1.885663, -2.241537, 1.134919
0.512936, 1.896521, -2.274954, 1.037021
0.490017, 1.906407, -2.309084, 0.940399
0.466925, 1.915812, -2.343456, 0.844271
0.443489, 1.924258, -2.378234, 0.749053
0.419532, 1.931277, -2.413299, 0.654830
0.395516, 1.938140, -2.448342, 0.560782
0.345971, 1.947792, -2.517475, 0.373306
0.320627, 1.951056, -2.551162, 0.279558
0.295006, 1.953538, -2.584033, 0.185545
0.370916, 1.943434, -2.483112, 0.466943
0.269005, 1.954922, -2.616018, 0.091136
0.242743, 1.955516, -2.646908, -0.003788
0.216275, 1.955477, -2.677193, -0.099241
0.189507, 1.954482, -2.706191, -0.195402
0.162310, 1.952043, -2.733026, -0.292503
0.134852, 1.948629, -2.758202, -0.390522
0.079491, 1.939992, -2.805195, -0.588813
0.107395, 1.945215, -2.783377, -0.488713
0.051340, 1.933598, -2.824649, -0.690081
-0.005491, 1.917742, -2.856845, -0.896444
-0.034103, 1.908426, -2.869739, -1.001700
0.023005, 1.926186, -2.841908, -0.792598
-0.062852, 1.897876, -2.879661, -1.108452
-0.091687, 1.886251, -2.886885, -1.216791
-0.120580, 1.873535, -2.891289, -1.326816
-0.149503, 1.859709, -2.892751, -1.438634
-0.178428, 1.845321, -2.892684, -1.551407
-0.062852, 1.897876, -2.879661, -1.108452
-0.207334, 1.829230, -2.887937, -1.667148
-0.236176, 1.811971, -2.879882, -1.785081
-0.264999, 1.794511, -2.870124, -1.904189
-0.293628, 1.774857, -2.855138, -2.026981
-0.322176, 1.754581, -2.838302, -2.152079
-0.350450, 1.732420, -2.815816, -2.280646
-0.406552, 1.685703, -2.763464, -2.545158
-0.434016, 1.659557, -2.728589, -2.684606
-0.461109, 1.631995, -2.689149, -2.828576
-0.378724, 1.710259, -2.793329, -2.409766
-0.514228, 1.573179, -2.598094, -3.131362
-0.565538, 1.508642, -2.487472, -3.457277
-0.487783, 1.602969, -2.644900, -2.977609
-0.540357, 1.542368, -2.547844, -3.289222
-0.614632, 1.437747, -2.354143, -3.811536
-0.637776, 1.398661, -2.273389, -4.007630
-0.660072, 1.357553, -2.184226, -4.216352
-0.681593, 1.314657, -2.087160, -4.437338
-0.702781, 1.270994, -1.985144, -4.669262
-0.722037, 1.223019, -1.863776, -4.929302
-0.740008, 1.172327, -1.727732, -5.213734
-0.756533, 1.118647, -1.574146, -5.527668
-0.590085, 1.473194, -2.420808, -3.633621
-0.786295, 1.004643, -1.221969, -6.231288
-0.797390, 0.940158, -0.990786, -6.676141
-0.805972, 0.870885, -0.717522, -7.191806
-0.811556, 0.796013, -0.388495, -7.800441
-0.773059, 1.064967, -1.420560, -5.841602
-0.813489, 0.714461, 0.016682, -8.534504
-0.810866, 0.624745, 0.529613, -9.443495
-0.805421, 0.529699, 1.126218, -10.560553
-0.793600, 0.423501, 1.914777, -11.921915
-0.768565, 0.294536, 3.174450, -13.996634
-0.727943, 0.140290, 5.096569, -17.071765
-0.662794, -0.052568, 8.175539, -21.852349
