2.602968, 0.402606
2.596748, 0.405206
2.590494, 0.407800
2.584204, 0.410387
2.577880, 0.412968
2.571522, 0.415543
2.565129, 0.418111
2.558703, 0.420673
2.552244, 0.423228
2.545751, 0.425777
2.539226, 0.428320
2.532667, 0.430856
2.526077, 0.433385
2.519454, 0.435908
2.512799, 0.438424
2.506113, 0.440934
2.499395, 0.443436
2.492646, 0.445932
2.485866, 0.448422
2.479056, 0.450904
2.472215, 0.453380
2.465344, 0.455848
2.458443, 0.458310
2.451512, 0.460765
2.444552, 0.463213
2.437562, 0.465654
2.430544, 0.468088
2.423497, 0.470516
2.416421, 0.472935
2.409317, 0.475348
2.402184, 0.477754
2.395024, 0.480153
2.387836, 0.482544
2.380621, 0.484928
2.373378, 0.487305
2.366108, 0.489675
2.358811, 0.492038
2.351487, 0.494393
2.344137, 0.496741
2.336761, 0.499081
2.329358, 0.501414
2.321929, 0.503740
2.314475, 0.506058
2.306995, 0.508369
2.299489, 0.510672
2.291958, 0.512968
2.284403, 0.515256
2.276822, 0.517536
2.269216, 0.519809
2.261586, 0.522075
2.253931, 0.524333
2.246253, 0.526583
2.238550, 0.528825
2.230823, 0.531060
2.223072, 0.533287
2.215297, 0.535506
2.207499, 0.537717
2.199678, 0.539921
2.191834, 0.542117
2.183966, 0.544305
2.176075, 0.546485
2.168162, 0.548657
2.160226, 0.550821
2.152267, 0.552977
2.144286, 0.555125
2.136283, 0.557266
2.128257, 0.559398
2.120209, 0.561522
2.112140, 0.563638
2.104048, 0.565746
2.095935, 0.567846
2.087801, 0.569938
2.079644, 0.572022
2.071467, 0.574098
2.063268, 0.576165
2.055048, 0.578224
2.046807, 0.580275
2.038545, 0.582318
2.030262, 0.584352
2.021958, 0.586378
2.013634, 0.588396
2.005289, 0.590406
1.996924, 0.592407
1.988538, 0.594399
1.980132, 0.596384
1.971706, 0.598360
1.963259, 0.600327
1.954793, 0.602286
1.946306, 0.604237
1.937800, 0.606179
1.929273, 0.608112
1.920727, 0.610037
1.912162, 0.611954
1.903576, 0.613862
1.894971, 0.615761
1.886347, 0.617652
1.877703, 0.619534
1.869040, 0.621407
1.860358, 0.623272
1.851656, 0.625128
1.842935, 0.626975
1.834195, 0.628814
1.825436, 0.630643
1.816659, 0.632464
1.807862, 0.634277
1.799046, 0.636080
1.790211, 0.637875
1.781358, 0.639661
1.772485, 0.641437
1.763594, 0.643206
1.754685, 0.644965
1.745757, 0.646715
1.736810, 0.648456
1.727845, 0.650188
1.718861, 0.651912
1.709858, 0.653626
1.700838, 0.655332
1.691799, 0.657028
1.682741, 0.658715
1.673665, 0.660393
1.664571, 0.662062
1.655459, 0.663722
1.646328, 0.665373
1.637179, 0.667015
1.628012, 0.668648
1.618827, 0.670271
1.609624, 0.671885
1.600402, 0.673490
1.591163, 0.675086
1.581905, 0.676673
1.572629, 0.678250
1.563336, 0.679818
1.554024, 0.681377
1.544694, 0.682926
1.535346, 0.684466
1.525980, 0.685997
1.516597, 0.687518
1.507195, 0.689030
1.497775, 0.690532
1.488338, 0.692025
1.478882, 0.693509
1.469408, 0.694983
1.459917, 0.696448
1.450408, 0.697903
1.440880, 0.699349
1.431335, 0.700785
1.421772, 0.702211
1.412191, 0.703628
1.402592, 0.705036
1.392975, 0.706433
1.383341, 0.707822
1.373688, 0.709200
1.364017, 0.710569
1.354329, 0.711928
1.344622, 0.713278
1.334898, 0.714617
1.325156, 0.715947
1.315396, 0.717268
1.305617, 0.718578
1.295821, 0.719879
1.286007, 0.721170
1.276175, 0.722451
1.266325, 0.723722
1.256457, 0.724984
1.246571, 0.726235
1.236667, 0.727477
1.226744, 0.728708
1.216804, 0.729930
1.206846, 0.731142
1.196870, 0.732344
1.186875, 0.733536
1.176862, 0.734718
1.166832, 0.735890
1.156783, 0.737051
1.146716, 0.738203
1.136631, 0.739345
1.126527, 0.740476
1.116406, 0.741598
1.106266, 0.742709
1.096108, 0.743810
1.085931, 0.744901
1.075737, 0.745982
1.065524, 0.747053
1.055292, 0.748113
1.045043, 0.749163
1.034775, 0.750203
1.024488, 0.751233
1.014184, 0.752252
1.003860, 0.753261
0.993518, 0.754260
0.983158, 0.755248
0.972779, 0.756226
0.962382, 0.757194
0.951966, 0.758151
0.941532, 0.759098
0.931079, 0.760034
0.920607, 0.760960
0.910117, 0.761875
0.899608, 0.762780
0.889081, 0.763675
0.878535, 0.764558
0.867970, 0.765432
0.857386, 0.766294
0.846783, 0.767146
0.836162, 0.767988
0.825522, 0.768819
0.814863, 0.769639
0.804185, 0.770448
0.793489, 0.771247
0.782773, 0.772035
0.772039, 0.772813
0.761286, 0.773579
0.750514, 0.774335
0.739723, 0.775080
0.728912, 0.775815
0.718083, 0.776538
0.707235, 0.777251
0.696368, 0.777953
0.685482, 0.778644
0.674577, 0.779324
0.663653, 0.779993
0.652710, 0.780651
0.641748, 0.781298
0.630767, 0.781934
0.619767, 0.782560
0.608748, 0.783174
0.597710, 0.783777
0.586652, 0.784369
0.575576, 0.784951
0.564481, 0.785521
0.553366, 0.786079
0.542233, 0.786627
0.531081, 0.787164
0.519909, 0.787689
0.508719, 0.788204
0.497509, 0.788707
0.486281, 0.789199
0.475034, 0.789679
0.463768, 0.790149
0.452483, 0.790607
0.441179, 0.791054
0.429856, 0.791489
0.418515, 0.791914
0.407155, 0.792326
0.395776, 0.792728
0.384378, 0.793118
0.372962, 0.793497
0.361527, 0.793864
0.350074, 0.794220
0.338602, 0.794564
0.327112, 0.794897
0.315603, 0.795218
0.304076, 0.795528
0.292531, 0.795826
0.280968, 0.796113
0.269387, 0.796388
0.257788, 0.796652
0.246171, 0.796904
0.234536, 0.797144
0.222883, 0.797373
0.211213, 0.797590
0.199526, 0.797795
0.187821, 0.797989
0.176099, 0.798171
0.164359, 0.798341
0.152603, 0.798500
0.140830, 0.798646
0.129040, 0.798781
0.117234, 0.798904
0.105411, 0.799016
0.093572, 0.799115
0.081717, 0.799203
0.069846, 0.799279
0.057960, 0.799343
0.046057, 0.799395
0.034140, 0.799435
0.022207, 0.799463
0.010260, 0.799479
-0.001702, 0.799483
-0.013679, 0.799476
-0.025670, 0.799456
-0.037674, 0.799424
-0.049693, 0.799381
-0.061725, 0.799325
-0.073770, 0.799257
-0.085828, 0.799177
-0.097898, 0.799086
-0.109981, 0.798982
-0.122075, 0.798866
-0.134182, 0.798737
-0.146299, 0.798597
-0.158427, 0.798445
-0.170566, 0.798280
-0.182716, 0.798104
-0.194875, 0.797915
-0.207043, 0.797714
-0.219220, 0.797501
-0.231406, 0.797276
-0.243600, 0.797038
-0.255802, 0.796788
-0.268011, 0.796526
-0.280227, 0.796252
-0.292448, 0.795966
-0.304676, 0.795667
-0.316909, 0.795357
-0.329147, 0.795034
-0.341388, 0.794698
-0.353634, 0.794351
-0.365882, 0.793991
-0.378133, 0.793619
-0.390385, 0.793235
-0.402639, 0.792838
-0.414893, 0.792430
-0.427147, 0.792008
-0.439400, 0.791575
-0.451651, 0.791130
-0.463901, 0.790672
-0.476147, 0.790202
-0.488390, 0.789720
-0.500628, 0.789225
-0.512860, 0.788718
-0.525087, 0.788199
-0.537307, 0.787668
-0.549519, 0.787125
-0.561722, 0.786569
-0.573916, 0.786001
-0.586100, 0.785421
-0.598272, 0.784829
-0.610431, 0.784225
-0.622578, 0.783608
-0.634710, 0.782980
-0.646827, 0.782339
-0.658928, 0.781686
-0.671012, 0.781021
-0.683077, 0.780344
-0.695123, 0.779655
-0.707148, 0.778954
-0.719152, 0.778241
-0.731133, 0.777515
-0.743089, 0.776778
-0.755021, 0.776029
-0.766927, 0.775268
-0.778804, 0.774495
-0.790653, 0.773711
-0.802473, 0.772914
-0.814260, 0.772106
-0.826015, 0.771286
-0.837736, 0.770454
-0.849422, 0.769610
-0.861071, 0.768755
-0.872683, 0.767888
-0.884255, 0.767010
-0.895786, 0.766120
-0.907275, 0.765218
-0.918720, 0.764305
-0.930120, 0.763381
-0.941474, 0.762445
-0.952780, 0.761498
-0.964036, 0.760539
-0.975242, 0.759570
-0.986395, 0.758589
-0.997494, 0.757597
-1.008537, 0.756594
-1.019523, 0.755580
-1.030451, 0.754555
-1.041319, 0.753519
-1.052125, 0.752472
-1.062867, 0.751415
-1.073545, 0.750346
-1.084157, 0.749268
-1.094700, 0.748178
-1.105174, 0.747078
-1.115577, 0.745968
-1.125907, 0.744847
-1.136163, 0.743716
-1.146343, 0.742575
-1.156445, 0.741423
-1.166469, 0.740262
-1.176412, 0.739090
-1.186274, 0.737909
-1.196052, 0.736718
-1.205744, 0.735517
-1.215351, 0.734306
-1.224869, 0.733086
-1.234298, 0.731857
-1.243636, 0.730618
-1.252881, 0.729370
-1.262033, 0.728112
-1.271090, 0.726845
-1.280050, 0.725570
-1.288913, 0.724285
-1.297677, 0.722992
-1.306340, 0.721690
-1.314901, 0.720379
-1.323360, 0.719060
-1.331715, 0.717733
-1.339965, 0.716397
-1.348108, 0.715053
-1.356145, 0.713701
-1.364072, 0.712341
-1.371891, 0.710973
-1.379599, 0.709597
-1.387196, 0.708213
-1.394682, 0.706823
-1.402054, 0.705424
-1.409312, 0.704018
-1.416457, 0.702606
-1.423486, 0.701186
-1.430400, 0.699759
-1.437197, 0.698325
-1.443878, 0.696884
-1.450441, 0.695437
-1.456887, 0.693983
-1.463214, 0.692523
-1.469423, 0.691057
-1.475514, 0.689585
-1.481486, 0.688106
-1.487338, 0.686622
-1.493072, 0.685131
-1.498686, 0.683636
-1.504181, 0.682134
-1.509557, 0.680627
-1.514814, 0.679115
-1.519952, 0.677598
-1.524972, 0.676075
-1.529873, 0.674548
-1.534656, 0.673015
-1.539321, 0.671478
-1.543869, 0.669937
-1.548300, 0.668391
-1.552615, 0.666840
-1.556815, 0.665286
-1.560899, 0.663727
-1.564869, 0.662164
-1.568725, 0.660597
-1.572468, 0.659026
-1.576100, 0.657452
-1.579620, 0.655874
-1.583029, 0.654293
-1.586330, 0.652708
-1.589522, 0.651120
-1.592607, 0.649529
-1.595585, 0.647935
-1.598458, 0.646338
-1.601227, 0.644738
-1.603894, 0.643136
-1.606458, 0.641530
-1.608922, 0.639923
-1.611287, 0.638313
-1.613555, 0.636700
-1.615725, 0.635086
-1.617800, 0.633469
-1.619782, 0.631850
-1.621671, 0.630229
-1.623469, 0.628607
-1.625178, 0.626982
-1.626798, 0.625356
-1.628331, 0.623729
-1.629780, 0.622100
-1.631144, 0.620469
-1.632427, 0.618837
-1.633628, 0.617204
-1.634751, 0.615570
-1.635796, 0.613935
-1.636765, 0.612299
-1.637659, 0.610661
-1.638480, 0.609023
-1.639230, 0.607385
-1.639909, 0.605745
-1.640521, 0.604105
-1.641065, 0.602464
-1.641545, 0.600823
-1.641960, 0.599181
-1.642313, 0.597539
-1.642606, 0.595896
-1.642840, 0.594254
-1.643015, 0.592611
-1.643135, 0.590968
-1.643200, 0.589324
-1.643212, 0.587681
-1.643172, 0.586038
-1.643082, 0.584395
-1.642943, 0.582752
-1.642757, 0.581109
-1.642525, 0.579466
-1.642249, 0.577824
-1.641929, 0.576182
-1.641567, 0.574540
-1.641166, 0.572899
-1.640725, 0.571258
-1.640246, 0.569617
-1.639731, 0.567977
-1.639180, 0.566338
